"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target","Angle_main"
"1555",3155,14,2,"UnConscious",19,688,1,180,"Different_Path","Rectangle","TRUE"
"1556",3156,14,2,"UnConscious",20,727,1,270,"Same_Path","Diamond","TRUE"
"1557",3157,14,2,"UnConscious",21,508,1,180,"Same_Path","Rectangle","TRUE"
"1562",3162,14,2,"UnConscious",26,868,1,0,"Same_Path","Diamond","TRUE"
"1563",3163,14,2,"UnConscious",27,695,1,180,"Different_Path","Rectangle","TRUE"
"1564",3164,14,2,"UnConscious",28,768,1,135,"Different_Path","Diamond","FALSE"
"1565",3165,14,2,"UnConscious",29,515,1,135,"Different_Path","Rectangle","FALSE"
"1566",3166,14,2,"UnConscious",30,582,1,180,"Different_Path","Diamond","TRUE"
"1567",3167,14,2,"UnConscious",31,615,1,45,"Same_Path","Rectangle","FALSE"
"1568",3168,14,2,"UnConscious",32,754,1,45,"Different_Path","Diamond","FALSE"
"1569",3169,14,2,"UnConscious",33,463,1,315,"Same_Path","Rectangle","FALSE"
"1570",3170,14,2,"UnConscious",34,814,1,135,"Same_Path","Rectangle","FALSE"
"1571",3171,14,2,"UnConscious",35,2165,1,90,"Same_Path","Diamond","TRUE"
"1572",3172,14,2,"UnConscious",36,491,1,90,"Different_Path","Rectangle","TRUE"
"1573",3173,14,2,"UnConscious",37,586,1,0,"Different_Path","Diamond","TRUE"
"1574",3174,14,2,"UnConscious",38,719,1,270,"Same_Path","Rectangle","TRUE"
"1575",3175,14,2,"UnConscious",39,458,1,315,"Same_Path","Diamond","FALSE"
"1576",3176,14,2,"UnConscious",40,631,1,45,"Same_Path","Rectangle","FALSE"
"1577",3177,14,2,"UnConscious",41,538,1,0,"Different_Path","Rectangle","TRUE"
"1578",3178,14,2,"UnConscious",42,851,1,45,"Same_Path","Diamond","FALSE"
"1579",3179,14,2,"UnConscious",43,472,1,90,"Different_Path","Rectangle","TRUE"
"1580",3180,14,2,"UnConscious",44,663,1,135,"Different_Path","Rectangle","FALSE"
"1581",3181,14,2,"UnConscious",45,826,1,225,"Different_Path","Diamond","FALSE"
"1582",3182,14,2,"UnConscious",46,798,1,0,"Different_Path","Rectangle","TRUE"
"1583",3183,14,2,"UnConscious",47,715,1,225,"Different_Path","Diamond","FALSE"
"1584",3184,14,2,"UnConscious",48,476,1,180,"Different_Path","Rectangle","TRUE"
"1585",3185,14,2,"UnConscious",49,611,1,315,"Same_Path","Rectangle","FALSE"
"1588",3188,14,2,"UnConscious",52,672,1,270,"Different_Path","Diamond","TRUE"
"1589",3189,14,2,"UnConscious",53,509,1,0,"Different_Path","Diamond","TRUE"
"1590",3190,14,2,"UnConscious",54,328,1,0,"Same_Path","Diamond","TRUE"
"1591",3191,14,2,"UnConscious",55,551,1,225,"Different_Path","Diamond","FALSE"
"1592",3192,14,2,"UnConscious",56,522,1,45,"Different_Path","Rectangle","FALSE"
"1593",3193,14,2,"UnConscious",57,703,1,315,"Different_Path","Diamond","FALSE"
"1594",3194,14,2,"UnConscious",58,372,1,135,"Same_Path","Rectangle","FALSE"
"1595",3195,14,2,"UnConscious",59,611,1,225,"Different_Path","Diamond","FALSE"
"1596",3196,14,2,"UnConscious",60,608,1,180,"Same_Path","Diamond","TRUE"
"1597",3197,14,2,"UnConscious",61,573,1,0,"Same_Path","Rectangle","TRUE"
"1598",3198,14,2,"UnConscious",62,712,1,225,"Same_Path","Rectangle","FALSE"
"1599",3199,14,2,"UnConscious",63,498,1,90,"Same_Path","Rectangle","TRUE"
"1600",3200,14,2,"UnConscious",64,550,1,225,"Same_Path","Rectangle","FALSE"
"1601",3201,14,2,"UnConscious",65,460,1,0,"Different_Path","Diamond","TRUE"
"1602",3202,14,2,"UnConscious",66,435,1,225,"Different_Path","Rectangle","FALSE"
"1603",3203,14,2,"UnConscious",67,626,1,135,"Same_Path","Diamond","FALSE"
"1604",3204,14,2,"UnConscious",68,599,1,45,"Same_Path","Diamond","FALSE"
"1605",3205,14,2,"UnConscious",69,568,1,315,"Same_Path","Rectangle","FALSE"
"1606",3206,14,2,"UnConscious",70,611,1,225,"Different_Path","Diamond","FALSE"
"1607",3207,14,2,"UnConscious",71,510,1,180,"Different_Path","Diamond","TRUE"
"1608",3208,14,2,"UnConscious",72,611,1,90,"Different_Path","Rectangle","TRUE"
"1609",3209,14,2,"UnConscious",73,714,1,180,"Same_Path","Diamond","TRUE"
"1611",3211,14,2,"UnConscious",75,542,1,0,"Same_Path","Rectangle","TRUE"
"1612",3212,14,2,"UnConscious",76,617,1,180,"Different_Path","Diamond","TRUE"
"1613",3213,14,2,"UnConscious",77,720,1,225,"Same_Path","Rectangle","FALSE"
"1614",3214,14,2,"UnConscious",78,563,1,270,"Same_Path","Diamond","TRUE"
"1615",3215,14,2,"UnConscious",79,836,1,0,"Different_Path","Rectangle","TRUE"
"1616",3216,14,2,"UnConscious",80,472,1,45,"Different_Path","Rectangle","FALSE"
"1617",3217,14,2,"UnConscious",81,571,1,315,"Different_Path","Diamond","FALSE"
"1618",3218,14,2,"UnConscious",82,646,1,45,"Different_Path","Rectangle","FALSE"
"1619",3219,14,2,"UnConscious",83,595,1,180,"Same_Path","Rectangle","TRUE"
"1620",3220,14,2,"UnConscious",84,630,1,90,"Different_Path","Diamond","TRUE"
"1621",3221,14,2,"UnConscious",85,1573,1,270,"Same_Path","Rectangle","TRUE"
"1622",3222,14,2,"UnConscious",86,496,1,90,"Same_Path","Diamond","TRUE"
"1623",3223,14,2,"UnConscious",87,655,1,135,"Same_Path","Diamond","FALSE"
"1624",3224,14,2,"UnConscious",88,568,1,90,"Different_Path","Rectangle","TRUE"
"1625",3225,14,2,"UnConscious",89,493,1,45,"Different_Path","Rectangle","FALSE"
"1626",3226,14,2,"UnConscious",90,704,1,225,"Same_Path","Diamond","FALSE"
"1627",3227,14,2,"UnConscious",91,815,1,270,"Different_Path","Rectangle","TRUE"
"1628",3228,14,2,"UnConscious",92,531,1,135,"Same_Path","Rectangle","FALSE"
"1629",3229,14,2,"UnConscious",93,716,1,0,"Same_Path","Diamond","TRUE"
"1630",3230,14,2,"UnConscious",94,877,1,180,"Same_Path","Rectangle","TRUE"
"1631",3231,14,2,"UnConscious",95,1038,1,315,"Same_Path","Diamond","FALSE"
"1632",3232,14,2,"UnConscious",96,575,1,90,"Different_Path","Rectangle","TRUE"
"1633",3233,14,2,"UnConscious",97,622,1,45,"Same_Path","Diamond","FALSE"
"1634",3234,14,2,"UnConscious",98,581,1,315,"Different_Path","Rectangle","FALSE"
"1635",3235,14,2,"UnConscious",99,676,1,180,"Different_Path","Diamond","TRUE"
"1636",3236,14,2,"UnConscious",100,721,1,0,"Different_Path","Diamond","TRUE"
"1637",3237,14,2,"UnConscious",101,634,1,45,"Same_Path","Rectangle","FALSE"
"1638",3238,14,2,"UnConscious",102,771,1,270,"Same_Path","Diamond","TRUE"
"1639",3239,14,2,"UnConscious",103,661,1,45,"Different_Path","Diamond","FALSE"
"1640",3240,14,2,"UnConscious",104,544,1,270,"Same_Path","Rectangle","TRUE"
"1641",3241,14,2,"UnConscious",105,811,1,225,"Different_Path","Rectangle","FALSE"
"1642",3242,14,2,"UnConscious",106,458,1,180,"Same_Path","Rectangle","TRUE"
"1643",3243,14,2,"UnConscious",107,519,1,270,"Different_Path","Diamond","TRUE"
"1644",3244,14,2,"UnConscious",108,770,1,315,"Same_Path","Diamond","FALSE"
"1645",3245,14,2,"UnConscious",109,695,1,135,"Different_Path","Rectangle","FALSE"
"1646",3246,14,2,"UnConscious",110,826,1,315,"Different_Path","Rectangle","FALSE"
"1647",3247,14,2,"UnConscious",111,671,1,270,"Same_Path","Diamond","TRUE"
"1648",3248,14,2,"UnConscious",112,674,1,45,"Different_Path","Diamond","FALSE"
"1649",3249,14,2,"UnConscious",113,583,1,315,"Same_Path","Diamond","FALSE"
"1650",3250,14,2,"UnConscious",114,698,1,135,"Different_Path","Diamond","FALSE"
"1651",3251,14,2,"UnConscious",115,555,1,90,"Different_Path","Diamond","TRUE"
"1652",3252,14,2,"UnConscious",116,611,1,0,"Different_Path","Rectangle","TRUE"
"1653",3253,14,2,"UnConscious",117,549,1,180,"Different_Path","Diamond","TRUE"
"1654",3254,14,2,"UnConscious",118,630,1,270,"Same_Path","Rectangle","TRUE"
"1655",3255,14,2,"UnConscious",119,670,1,0,"Different_Path","Diamond","TRUE"
"1656",3256,14,2,"UnConscious",120,663,1,135,"Different_Path","Diamond","FALSE"
"1657",3257,14,2,"UnConscious",121,524,1,225,"Same_Path","Diamond","FALSE"
"1658",3258,14,2,"UnConscious",122,565,1,90,"Same_Path","Rectangle","TRUE"
"1659",3259,14,2,"UnConscious",123,534,1,225,"Same_Path","Diamond","FALSE"
"1660",3260,14,2,"UnConscious",124,431,1,225,"Same_Path","Rectangle","FALSE"
"1661",3261,14,2,"UnConscious",125,514,1,315,"Same_Path","Diamond","FALSE"
"1662",3262,14,2,"UnConscious",126,811,1,315,"Different_Path","Diamond","FALSE"
"1663",3263,14,2,"UnConscious",127,552,1,90,"Same_Path","Diamond","TRUE"
"1664",3264,14,2,"UnConscious",128,461,1,45,"Different_Path","Diamond","FALSE"
"1665",3393,15,2,"UnConscious",1,490,1,180,"Same_Path","Rectangle","TRUE"
"1666",3394,15,2,"UnConscious",2,529,1,45,"Same_Path","Rectangle","FALSE"
"1667",3395,15,2,"UnConscious",3,540,1,90,"Same_Path","Diamond","TRUE"
"1668",3396,15,2,"UnConscious",4,441,1,0,"Different_Path","Rectangle","TRUE"
"1669",3397,15,2,"UnConscious",5,546,1,0,"Same_Path","Diamond","TRUE"
"1670",3398,15,2,"UnConscious",6,737,1,225,"Different_Path","Diamond","FALSE"
"1671",3399,15,2,"UnConscious",7,392,1,180,"Same_Path","Rectangle","TRUE"
"1672",3400,15,2,"UnConscious",8,555,1,45,"Same_Path","Diamond","FALSE"
"1673",3401,15,2,"UnConscious",9,496,1,90,"Same_Path","Diamond","TRUE"
"1674",3402,15,2,"UnConscious",10,499,1,0,"Same_Path","Diamond","TRUE"
"1675",3403,15,2,"UnConscious",11,538,1,225,"Same_Path","Diamond","FALSE"
"1676",3404,15,2,"UnConscious",12,453,1,0,"Different_Path","Diamond","TRUE"
"1677",3405,15,2,"UnConscious",13,592,1,90,"Same_Path","Diamond","TRUE"
"1678",3406,15,2,"UnConscious",14,555,1,45,"Same_Path","Diamond","FALSE"
"1679",3407,15,2,"UnConscious",15,582,1,270,"Same_Path","Diamond","TRUE"
"1680",3408,15,2,"UnConscious",16,525,1,45,"Different_Path","Rectangle","FALSE"
"1681",3409,15,2,"UnConscious",17,452,1,180,"Same_Path","Rectangle","TRUE"
"1682",3410,15,2,"UnConscious",18,595,1,270,"Different_Path","Diamond","TRUE"
"1683",3411,15,2,"UnConscious",19,828,1,270,"Same_Path","Diamond","TRUE"
"1684",3412,15,2,"UnConscious",20,559,1,180,"Different_Path","Diamond","TRUE"
"1685",3413,15,2,"UnConscious",21,466,1,90,"Different_Path","Rectangle","TRUE"
"1686",3414,15,2,"UnConscious",22,535,1,315,"Same_Path","Rectangle","FALSE"
"1687",3415,15,2,"UnConscious",23,610,1,315,"Different_Path","Diamond","FALSE"
"1688",3416,15,2,"UnConscious",24,466,1,135,"Same_Path","Rectangle","FALSE"
"1689",3417,15,2,"UnConscious",25,458,1,225,"Same_Path","Rectangle","FALSE"
"1690",3418,15,2,"UnConscious",26,499,1,135,"Different_Path","Diamond","FALSE"
"1691",3419,15,2,"UnConscious",27,579,1,225,"Different_Path","Rectangle","FALSE"
"1692",3420,15,2,"UnConscious",28,485,1,45,"Different_Path","Rectangle","FALSE"
"1693",3421,15,2,"UnConscious",29,597,1,45,"Different_Path","Diamond","FALSE"
"1694",3422,15,2,"UnConscious",30,544,1,270,"Different_Path","Rectangle","TRUE"
"1695",3423,15,2,"UnConscious",31,557,1,270,"Same_Path","Rectangle","TRUE"
"1696",3424,15,2,"UnConscious",32,632,1,180,"Different_Path","Rectangle","TRUE"
"1697",3425,15,2,"UnConscious",33,521,1,270,"Different_Path","Rectangle","TRUE"
"1698",3426,15,2,"UnConscious",34,786,1,315,"Same_Path","Diamond","FALSE"
"1700",3428,15,2,"UnConscious",36,506,1,180,"Same_Path","Rectangle","TRUE"
"1701",3429,15,2,"UnConscious",37,765,1,315,"Different_Path","Diamond","FALSE"
"1702",3430,15,2,"UnConscious",38,514,1,135,"Different_Path","Rectangle","FALSE"
"1703",3431,15,2,"UnConscious",39,497,1,90,"Different_Path","Rectangle","TRUE"
"1704",3432,15,2,"UnConscious",40,488,1,225,"Different_Path","Rectangle","FALSE"
"1705",3433,15,2,"UnConscious",41,617,1,45,"Different_Path","Diamond","FALSE"
"1706",3434,15,2,"UnConscious",42,542,1,0,"Same_Path","Rectangle","TRUE"
"1707",3435,15,2,"UnConscious",43,541,1,135,"Same_Path","Diamond","FALSE"
"1708",3436,15,2,"UnConscious",44,568,1,225,"Different_Path","Rectangle","FALSE"
"1709",3437,15,2,"UnConscious",45,503,1,135,"Same_Path","Rectangle","FALSE"
"1710",3438,15,2,"UnConscious",46,578,1,270,"Different_Path","Diamond","TRUE"
"1711",3439,15,2,"UnConscious",47,613,1,45,"Different_Path","Rectangle","FALSE"
"1712",3440,15,2,"UnConscious",48,552,1,0,"Different_Path","Rectangle","TRUE"
"1713",3441,15,2,"UnConscious",49,502,1,180,"Same_Path","Diamond","TRUE"
"1714",3442,15,2,"UnConscious",50,448,1,0,"Different_Path","Diamond","TRUE"
"1715",3443,15,2,"UnConscious",51,560,1,315,"Different_Path","Rectangle","FALSE"
"1716",3444,15,2,"UnConscious",52,552,1,0,"Same_Path","Diamond","TRUE"
"1717",3445,15,2,"UnConscious",53,512,1,270,"Same_Path","Rectangle","TRUE"
"1718",3446,15,2,"UnConscious",54,453,1,270,"Same_Path","Rectangle","TRUE"
"1719",3447,15,2,"UnConscious",55,642,1,135,"Different_Path","Diamond","FALSE"
"1720",3448,15,2,"UnConscious",56,579,1,45,"Different_Path","Diamond","FALSE"
"1721",3449,15,2,"UnConscious",57,540,1,315,"Different_Path","Diamond","FALSE"
"1722",3450,15,2,"UnConscious",58,529,1,90,"Same_Path","Diamond","TRUE"
"1723",3451,15,2,"UnConscious",59,516,1,270,"Same_Path","Rectangle","TRUE"
"1724",3452,15,2,"UnConscious",60,577,1,225,"Same_Path","Diamond","FALSE"
"1725",3453,15,2,"UnConscious",61,516,1,225,"Same_Path","Diamond","FALSE"
"1726",3454,15,2,"UnConscious",62,577,1,135,"Different_Path","Rectangle","FALSE"
"1727",3455,15,2,"UnConscious",63,554,1,135,"Same_Path","Diamond","FALSE"
"1728",3456,15,2,"UnConscious",64,579,1,0,"Different_Path","Rectangle","TRUE"
"1729",3457,15,2,"UnConscious",65,498,1,225,"Same_Path","Diamond","FALSE"
"1730",3458,15,2,"UnConscious",66,617,1,315,"Same_Path","Diamond","FALSE"
"1731",3459,15,2,"UnConscious",67,578,1,270,"Different_Path","Diamond","TRUE"
"1732",3460,15,2,"UnConscious",68,515,1,90,"Same_Path","Rectangle","TRUE"
"1733",3461,15,2,"UnConscious",69,616,1,315,"Different_Path","Rectangle","FALSE"
"1734",3462,15,2,"UnConscious",70,551,1,180,"Different_Path","Diamond","TRUE"
"1735",3463,15,2,"UnConscious",71,532,1,45,"Same_Path","Diamond","FALSE"
"1736",3464,15,2,"UnConscious",72,499,1,225,"Same_Path","Diamond","FALSE"
"1737",3465,15,2,"UnConscious",73,500,1,180,"Same_Path","Diamond","TRUE"
"1738",3466,15,2,"UnConscious",74,561,1,315,"Different_Path","Rectangle","FALSE"
"1739",3467,15,2,"UnConscious",75,442,1,135,"Different_Path","Diamond","FALSE"
"1740",3468,15,2,"UnConscious",76,635,1,90,"Same_Path","Diamond","TRUE"
"1741",3469,15,2,"UnConscious",77,452,1,45,"Same_Path","Rectangle","FALSE"
"1742",3470,15,2,"UnConscious",78,489,1,270,"Different_Path","Diamond","TRUE"
"1743",3471,15,2,"UnConscious",79,532,1,225,"Same_Path","Diamond","FALSE"
"1744",3472,15,2,"UnConscious",80,495,1,90,"Same_Path","Rectangle","TRUE"
"1745",3473,15,2,"UnConscious",81,514,1,315,"Same_Path","Diamond","FALSE"
"1746",3474,15,2,"UnConscious",82,431,1,135,"Same_Path","Rectangle","FALSE"
"1747",3475,15,2,"UnConscious",83,539,1,0,"Same_Path","Rectangle","TRUE"
"1748",3476,15,2,"UnConscious",84,517,1,315,"Same_Path","Diamond","FALSE"
"1749",3477,15,2,"UnConscious",85,436,1,0,"Different_Path","Rectangle","TRUE"
"1750",3478,15,2,"UnConscious",86,447,1,135,"Different_Path","Rectangle","FALSE"
"1751",3479,15,2,"UnConscious",87,408,1,90,"Different_Path","Rectangle","TRUE"
"1752",3480,15,2,"UnConscious",88,409,1,180,"Same_Path","Rectangle","TRUE"
"1753",3481,15,2,"UnConscious",89,488,1,180,"Different_Path","Diamond","TRUE"
"1754",3482,15,2,"UnConscious",90,558,1,270,"Different_Path","Diamond","TRUE"
"1755",3483,15,2,"UnConscious",91,607,1,0,"Same_Path","Diamond","TRUE"
"1756",3484,15,2,"UnConscious",92,595,1,180,"Different_Path","Diamond","TRUE"
"1757",3485,15,2,"UnConscious",93,553,1,90,"Same_Path","Diamond","TRUE"
"1758",3486,15,2,"UnConscious",94,524,1,135,"Same_Path","Diamond","FALSE"
"1759",3487,15,2,"UnConscious",95,579,1,135,"Different_Path","Diamond","FALSE"
"1760",3488,15,2,"UnConscious",96,512,1,45,"Same_Path","Rectangle","FALSE"
"1761",3489,15,2,"UnConscious",97,569,1,135,"Same_Path","Diamond","FALSE"
"1762",3490,15,2,"UnConscious",98,426,1,180,"Same_Path","Diamond","TRUE"
"1763",3491,15,2,"UnConscious",99,523,1,0,"Different_Path","Rectangle","TRUE"
"1764",3492,15,2,"UnConscious",100,594,1,315,"Same_Path","Diamond","FALSE"
"1765",3493,15,2,"UnConscious",101,467,1,45,"Same_Path","Rectangle","FALSE"
"1766",3494,15,2,"UnConscious",102,656,1,0,"Different_Path","Diamond","TRUE"
"1767",3495,15,2,"UnConscious",103,645,1,225,"Different_Path","Diamond","FALSE"
"1768",3496,15,2,"UnConscious",104,548,1,315,"Different_Path","Rectangle","FALSE"
"1769",3497,15,2,"UnConscious",105,545,1,315,"Different_Path","Rectangle","FALSE"
"1770",3498,15,2,"UnConscious",106,584,1,90,"Different_Path","Diamond","TRUE"
"1771",3499,15,2,"UnConscious",107,539,1,90,"Same_Path","Rectangle","TRUE"
"1772",3500,15,2,"UnConscious",108,408,1,45,"Different_Path","Rectangle","FALSE"
"1773",3501,15,2,"UnConscious",109,451,1,225,"Different_Path","Rectangle","FALSE"
"1774",3502,15,2,"UnConscious",110,394,1,270,"Different_Path","Rectangle","TRUE"
"1775",3503,15,2,"UnConscious",111,421,1,180,"Different_Path","Rectangle","TRUE"
"1776",3504,15,2,"UnConscious",112,474,1,90,"Different_Path","Rectangle","TRUE"
"1777",3505,15,2,"UnConscious",113,561,1,0,"Same_Path","Diamond","TRUE"
"1778",3506,15,2,"UnConscious",114,398,1,135,"Different_Path","Rectangle","FALSE"
"1779",3507,15,2,"UnConscious",115,471,1,180,"Same_Path","Rectangle","TRUE"
"1780",3508,15,2,"UnConscious",116,530,1,315,"Different_Path","Rectangle","FALSE"
"1781",3509,15,2,"UnConscious",117,451,1,225,"Different_Path","Rectangle","FALSE"
"1782",3510,15,2,"UnConscious",118,522,1,270,"Different_Path","Diamond","TRUE"
"1783",3511,15,2,"UnConscious",119,609,1,45,"Same_Path","Diamond","FALSE"
"1784",3512,15,2,"UnConscious",120,468,1,270,"Same_Path","Rectangle","TRUE"
"1785",3513,15,2,"UnConscious",121,501,1,315,"Different_Path","Rectangle","FALSE"
"1786",3514,15,2,"UnConscious",122,452,1,90,"Same_Path","Rectangle","TRUE"
"1787",3515,15,2,"UnConscious",123,479,1,0,"Different_Path","Rectangle","TRUE"
"1788",3516,15,2,"UnConscious",124,420,1,225,"Same_Path","Rectangle","FALSE"
"1789",3517,15,2,"UnConscious",125,383,1,135,"Different_Path","Rectangle","FALSE"
"1790",3518,15,2,"UnConscious",126,476,1,225,"Same_Path","Rectangle","FALSE"
"1791",3519,15,2,"UnConscious",127,535,1,45,"Same_Path","Diamond","FALSE"
"1792",3520,15,2,"UnConscious",128,526,1,90,"Different_Path","Diamond","TRUE"
"1793",3649,16,2,"UnConscious",1,511,1,45,"Same_Path","Rectangle","FALSE"
"1794",3650,16,2,"UnConscious",2,676,1,315,"Same_Path","Rectangle","FALSE"
"1795",3651,16,2,"UnConscious",3,527,1,270,"Same_Path","Rectangle","TRUE"
"1796",3652,16,2,"UnConscious",4,624,1,225,"Different_Path","Diamond","FALSE"
"1797",3653,16,2,"UnConscious",5,949,1,270,"Different_Path","Diamond","TRUE"
"1798",3654,16,2,"UnConscious",6,758,1,180,"Same_Path","Diamond","TRUE"
"1799",3655,16,2,"UnConscious",7,513,1,0,"Different_Path","Rectangle","TRUE"
"1800",3656,16,2,"UnConscious",8,646,1,0,"Same_Path","Diamond","TRUE"
"1801",3657,16,2,"UnConscious",9,549,1,180,"Different_Path","Rectangle","TRUE"
"1802",3658,16,2,"UnConscious",10,672,1,90,"Different_Path","Rectangle","TRUE"
"1803",3659,16,2,"UnConscious",11,565,1,135,"Different_Path","Rectangle","FALSE"
"1804",3660,16,2,"UnConscious",12,536,1,90,"Same_Path","Rectangle","TRUE"
"1805",3661,16,2,"UnConscious",13,853,1,0,"Different_Path","Rectangle","TRUE"
"1806",3662,16,2,"UnConscious",14,585,1,225,"Same_Path","Rectangle","FALSE"
"1807",3663,16,2,"UnConscious",15,566,1,225,"Different_Path","Diamond","FALSE"
"1808",3664,16,2,"UnConscious",16,589,1,315,"Different_Path","Rectangle","FALSE"
"1809",3665,16,2,"UnConscious",17,792,1,225,"Same_Path","Diamond","FALSE"
"1810",3666,16,2,"UnConscious",18,829,1,315,"Different_Path","Diamond","FALSE"
"1811",3667,16,2,"UnConscious",19,734,1,180,"Same_Path","Diamond","TRUE"
"1812",3668,16,2,"UnConscious",20,655,1,0,"Different_Path","Rectangle","TRUE"
"1813",3669,16,2,"UnConscious",21,600,1,0,"Different_Path","Diamond","TRUE"
"1814",3670,16,2,"UnConscious",22,581,1,135,"Same_Path","Rectangle","FALSE"
"1815",3671,16,2,"UnConscious",23,788,1,135,"Same_Path","Diamond","FALSE"
"1816",3672,16,2,"UnConscious",24,488,1,90,"Different_Path","Rectangle","TRUE"
"1817",3673,16,2,"UnConscious",25,599,1,315,"Same_Path","Rectangle","FALSE"
"1818",3674,16,2,"UnConscious",26,731,1,90,"Different_Path","Rectangle","TRUE"
"1819",3675,16,2,"UnConscious",27,595,1,0,"Same_Path","Diamond","TRUE"
"1820",3676,16,2,"UnConscious",28,546,1,135,"Same_Path","Rectangle","FALSE"
"1821",3677,16,2,"UnConscious",29,749,1,225,"Same_Path","Rectangle","FALSE"
"1822",3678,16,2,"UnConscious",30,714,1,45,"Same_Path","Rectangle","FALSE"
"1823",3679,16,2,"UnConscious",31,589,1,90,"Different_Path","Rectangle","TRUE"
"1824",3680,16,2,"UnConscious",32,762,1,0,"Different_Path","Diamond","TRUE"
"1826",3682,16,2,"UnConscious",34,628,1,180,"Same_Path","Diamond","TRUE"
"1827",3683,16,2,"UnConscious",35,613,1,90,"Different_Path","Diamond","TRUE"
"1828",3684,16,2,"UnConscious",36,806,1,0,"Same_Path","Rectangle","TRUE"
"1829",3685,16,2,"UnConscious",37,568,1,315,"Same_Path","Rectangle","FALSE"
"1830",3686,16,2,"UnConscious",38,791,1,0,"Same_Path","Rectangle","TRUE"
"1831",3687,16,2,"UnConscious",39,569,1,180,"Same_Path","Rectangle","TRUE"
"1832",3688,16,2,"UnConscious",40,539,1,135,"Same_Path","Rectangle","FALSE"
"1833",3689,16,2,"UnConscious",41,600,1,45,"Different_Path","Rectangle","FALSE"
"1834",3690,16,2,"UnConscious",42,617,1,270,"Same_Path","Rectangle","TRUE"
"1835",3691,16,2,"UnConscious",43,726,1,45,"Same_Path","Diamond","FALSE"
"1836",3692,16,2,"UnConscious",44,855,1,315,"Same_Path","Diamond","FALSE"
"1837",3693,16,2,"UnConscious",45,754,1,270,"Same_Path","Diamond","TRUE"
"1838",3694,16,2,"UnConscious",46,849,1,180,"Same_Path","Rectangle","TRUE"
"1839",3695,16,2,"UnConscious",47,838,1,180,"Same_Path","Diamond","TRUE"
"1840",3696,16,2,"UnConscious",48,622,1,180,"Same_Path","Rectangle","TRUE"
"1841",3697,16,2,"UnConscious",49,660,1,90,"Different_Path","Diamond","TRUE"
"1842",3698,16,2,"UnConscious",50,569,1,315,"Same_Path","Rectangle","FALSE"
"1843",3699,16,2,"UnConscious",51,673,1,225,"Same_Path","Diamond","FALSE"
"1844",3700,16,2,"UnConscious",52,536,1,180,"Different_Path","Rectangle","TRUE"
"1845",3701,16,2,"UnConscious",53,939,1,135,"Same_Path","Diamond","FALSE"
"1846",3702,16,2,"UnConscious",54,504,1,270,"Same_Path","Rectangle","TRUE"
"1847",3703,16,2,"UnConscious",55,445,1,135,"Different_Path","Rectangle","FALSE"
"1848",3704,16,2,"UnConscious",56,538,1,0,"Same_Path","Rectangle","TRUE"
"1849",3705,16,2,"UnConscious",57,359,1,225,"Same_Path","Rectangle","FALSE"
"1850",3706,16,2,"UnConscious",58,642,1,45,"Different_Path","Diamond","FALSE"
"1851",3707,16,2,"UnConscious",59,629,1,0,"Different_Path","Diamond","TRUE"
"1852",3708,16,2,"UnConscious",60,530,1,45,"Different_Path","Rectangle","FALSE"
"1853",3709,16,2,"UnConscious",61,567,1,270,"Different_Path","Diamond","TRUE"
"1854",3710,16,2,"UnConscious",62,554,1,0,"Same_Path","Diamond","TRUE"
"1855",3711,16,2,"UnConscious",63,501,1,135,"Different_Path","Rectangle","FALSE"
"1856",3712,16,2,"UnConscious",64,532,1,315,"Same_Path","Diamond","FALSE"
"1857",3713,16,2,"UnConscious",65,663,1,135,"Different_Path","Rectangle","FALSE"
"1858",3714,16,2,"UnConscious",66,676,1,315,"Different_Path","Diamond","FALSE"
"1859",3715,16,2,"UnConscious",67,687,1,90,"Same_Path","Diamond","TRUE"
"1860",3716,16,2,"UnConscious",68,1131,1,135,"Different_Path","Diamond","FALSE"
"1861",3717,16,2,"UnConscious",69,576,1,315,"Different_Path","Rectangle","FALSE"
"1862",3718,16,2,"UnConscious",70,591,1,90,"Same_Path","Rectangle","TRUE"
"1863",3719,16,2,"UnConscious",71,634,1,0,"Same_Path","Rectangle","TRUE"
"1864",3720,16,2,"UnConscious",72,609,1,90,"Same_Path","Diamond","TRUE"
"1865",3721,16,2,"UnConscious",73,722,1,90,"Different_Path","Diamond","TRUE"
"1866",3722,16,2,"UnConscious",74,520,1,270,"Same_Path","Diamond","TRUE"
"1867",3723,16,2,"UnConscious",75,494,1,270,"Different_Path","Diamond","TRUE"
"1868",3724,16,2,"UnConscious",76,463,1,135,"Different_Path","Diamond","FALSE"
"1869",3725,16,2,"UnConscious",77,456,1,270,"Same_Path","Diamond","TRUE"
"1870",3726,16,2,"UnConscious",78,597,1,45,"Same_Path","Diamond","FALSE"
"1871",3727,16,2,"UnConscious",79,514,1,270,"Different_Path","Rectangle","TRUE"
"1872",3728,16,2,"UnConscious",80,611,1,225,"Different_Path","Rectangle","FALSE"
"1873",3729,16,2,"UnConscious",81,530,1,45,"Same_Path","Rectangle","FALSE"
"1875",3731,16,2,"UnConscious",83,538,1,270,"Same_Path","Diamond","TRUE"
"1876",3732,16,2,"UnConscious",84,573,1,180,"Different_Path","Rectangle","TRUE"
"1878",3734,16,2,"UnConscious",86,1282,1,90,"Different_Path","Rectangle","TRUE"
