"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target"
"1",1,2,1,"Conscious",1,563,1,95,"Same_Path","Rectangle"
"2",2,2,1,"Conscious",2,530,1,53,"Same_Path","Rectangle"
"3",3,2,1,"Conscious",3,555,1,49,"Different_Path","Diamond"
"4",4,2,1,"Conscious",4,472,1,313,"Different_Path","Rectangle"
"5",5,2,1,"Conscious",5,501,1,209,"Same_Path","Rectangle"
"6",6,2,1,"Conscious",6,597,1,198,"Same_Path","Diamond"
"7",7,2,1,"Conscious",7,570,1,53,"Same_Path","Rectangle"
"8",8,2,1,"Conscious",8,493,1,308,"Same_Path","Rectangle"
"10",10,2,1,"Conscious",10,490,1,127,"Different_Path","Diamond"
"11",11,2,1,"Conscious",11,555,1,185,"Different_Path","Rectangle"
"12",12,2,1,"Conscious",12,432,1,145,"Same_Path","Rectangle"
"13",13,2,1,"Conscious",13,422,1,28,"Same_Path","Rectangle"
"14",14,2,1,"Conscious",14,357,1,87,"Same_Path","Rectangle"
"15",15,2,1,"Conscious",15,386,1,45,"Different_Path","Rectangle"
"16",16,2,1,"Conscious",16,378,1,67,"Different_Path","Rectangle"
"17",17,2,1,"Conscious",17,507,1,87,"Same_Path","Diamond"
"18",18,2,1,"Conscious",18,499,1,151,"Different_Path","Diamond"
"19",19,2,1,"Conscious",19,340,1,18,"Same_Path","Diamond"
"20",20,2,1,"Conscious",20,331,1,325,"Same_Path","Diamond"
"22",22,2,1,"Conscious",22,492,1,177,"Same_Path","Diamond"
"23",23,2,1,"Conscious",23,413,1,177,"Different_Path","Rectangle"
"24",24,2,1,"Conscious",24,582,1,122,"Same_Path","Diamond"
"25",25,2,1,"Conscious",25,414,1,325,"Same_Path","Diamond"
"26",26,2,1,"Conscious",26,455,1,133,"Different_Path","Rectangle"
"27",27,2,1,"Conscious",27,448,1,41,"Different_Path","Rectangle"
"28",28,2,1,"Conscious",28,460,1,281,"Same_Path","Diamond"
"29",29,2,1,"Conscious",29,597,1,141,"Same_Path","Diamond"
"30",30,2,1,"Conscious",30,456,1,88,"Different_Path","Rectangle"
"31",31,2,1,"Conscious",31,506,1,146,"Different_Path","Diamond"
"32",32,2,1,"Conscious",32,457,1,35,"Different_Path","Diamond"
"33",33,2,1,"Conscious",33,418,1,48,"Different_Path","Diamond"
"34",34,2,1,"Conscious",34,420,1,340,"Different_Path","Rectangle"
"36",36,2,1,"Conscious",36,440,1,208,"Same_Path","Rectangle"
"37",37,2,1,"Conscious",37,436,1,22,"Different_Path","Diamond"
"38",38,2,1,"Conscious",38,425,1,85,"Same_Path","Diamond"
"39",39,2,1,"Conscious",39,496,1,128,"Different_Path","Rectangle"
"40",40,2,1,"Conscious",40,545,1,296,"Different_Path","Rectangle"
"41",41,2,1,"Conscious",41,433,1,6,"Different_Path","Diamond"
"42",42,2,1,"Conscious",42,434,1,16,"Different_Path","Rectangle"
"43",43,2,1,"Conscious",43,488,1,61,"Different_Path","Diamond"
"44",44,2,1,"Conscious",44,483,1,234,"Different_Path","Rectangle"
"45",45,2,1,"Conscious",45,446,1,264,"Same_Path","Diamond"
"46",46,2,1,"Conscious",46,425,1,234,"Different_Path","Diamond"
"47",47,2,1,"Conscious",47,449,1,163,"Same_Path","Rectangle"
"48",48,2,1,"Conscious",48,428,1,197,"Same_Path","Diamond"
"49",49,2,1,"Conscious",49,371,1,107,"Same_Path","Diamond"
"50",50,2,1,"Conscious",50,381,1,269,"Different_Path","Diamond"
"51",51,2,1,"Conscious",51,412,1,69,"Same_Path","Rectangle"
"52",52,2,1,"Conscious",52,517,1,248,"Same_Path","Rectangle"
"53",53,2,1,"Conscious",53,409,1,67,"Different_Path","Diamond"
"54",54,2,1,"Conscious",54,494,1,133,"Same_Path","Diamond"
"55",55,2,1,"Conscious",55,407,1,226,"Different_Path","Rectangle"
"56",56,2,1,"Conscious",56,475,1,281,"Different_Path","Diamond"
"57",57,2,1,"Conscious",57,424,1,30,"Same_Path","Rectangle"
"58",58,2,1,"Conscious",58,431,1,335,"Same_Path","Diamond"
"59",59,2,1,"Conscious",59,444,1,280,"Different_Path","Rectangle"
"60",60,2,1,"Conscious",60,408,1,176,"Different_Path","Rectangle"
"61",61,2,1,"Conscious",61,385,1,157,"Different_Path","Rectangle"
"62",62,2,1,"Conscious",62,433,1,161,"Different_Path","Diamond"
"63",63,2,1,"Conscious",63,532,1,111,"Different_Path","Diamond"
"64",64,2,1,"Conscious",64,741,1,184,"Same_Path","Diamond"
"65",257,3,1,"Conscious",1,627,1,236,"Different_Path","Diamond"
"66",258,3,1,"Conscious",2,415,1,91,"Same_Path","Rectangle"
"67",259,3,1,"Conscious",3,464,1,35,"Same_Path","Diamond"
"68",260,3,1,"Conscious",4,367,1,2,"Different_Path","Rectangle"
"70",262,3,1,"Conscious",6,574,1,216,"Different_Path","Diamond"
"71",263,3,1,"Conscious",7,391,1,91,"Same_Path","Rectangle"
"72",264,3,1,"Conscious",8,574,1,318,"Same_Path","Rectangle"
"73",265,3,1,"Conscious",9,496,1,182,"Different_Path","Rectangle"
"74",266,3,1,"Conscious",10,857,1,268,"Different_Path","Rectangle"
"75",267,3,1,"Conscious",11,480,1,60,"Same_Path","Diamond"
"76",268,3,1,"Conscious",12,437,1,6,"Different_Path","Rectangle"
"77",269,3,1,"Conscious",13,435,1,75,"Same_Path","Rectangle"
"78",270,3,1,"Conscious",14,536,1,103,"Same_Path","Rectangle"
"79",271,3,1,"Conscious",15,506,1,108,"Different_Path","Diamond"
"80",272,3,1,"Conscious",16,537,1,240,"Different_Path","Diamond"
"81",273,3,1,"Conscious",17,482,1,82,"Same_Path","Diamond"
"82",274,3,1,"Conscious",18,589,1,238,"Same_Path","Diamond"
"83",275,3,1,"Conscious",19,539,1,78,"Same_Path","Diamond"
"84",276,3,1,"Conscious",20,524,1,34,"Same_Path","Rectangle"
"85",277,3,1,"Conscious",21,663,1,285,"Same_Path","Diamond"
"86",278,3,1,"Conscious",22,566,1,328,"Same_Path","Rectangle"
"87",279,3,1,"Conscious",23,530,1,244,"Different_Path","Rectangle"
"88",280,3,1,"Conscious",24,581,1,151,"Same_Path","Diamond"
"89",281,3,1,"Conscious",25,468,1,302,"Same_Path","Rectangle"
"90",282,3,1,"Conscious",26,451,1,38,"Same_Path","Rectangle"
"91",283,3,1,"Conscious",27,391,1,223,"Same_Path","Rectangle"
"92",284,3,1,"Conscious",28,582,1,178,"Different_Path","Diamond"
"93",285,3,1,"Conscious",29,685,1,345,"Different_Path","Rectangle"
"94",286,3,1,"Conscious",30,529,1,323,"Different_Path","Rectangle"
"95",287,3,1,"Conscious",31,458,1,7,"Same_Path","Rectangle"
"96",288,3,1,"Conscious",32,459,1,73,"Different_Path","Diamond"
"97",289,3,1,"Conscious",33,365,1,80,"Different_Path","Rectangle"
"98",290,3,1,"Conscious",34,592,1,222,"Same_Path","Diamond"
"99",291,3,1,"Conscious",35,421,1,136,"Same_Path","Rectangle"
"100",292,3,1,"Conscious",36,719,1,178,"Different_Path","Diamond"
"101",293,3,1,"Conscious",37,436,1,225,"Different_Path","Diamond"
"102",294,3,1,"Conscious",38,481,1,260,"Different_Path","Diamond"
"104",296,3,1,"Conscious",40,638,1,161,"Different_Path","Diamond"
"105",297,3,1,"Conscious",41,563,1,135,"Same_Path","Diamond"
"106",298,3,1,"Conscious",42,398,1,123,"Same_Path","Rectangle"
"107",299,3,1,"Conscious",43,500,1,219,"Different_Path","Diamond"
"108",300,3,1,"Conscious",44,421,1,140,"Different_Path","Rectangle"
"109",301,3,1,"Conscious",45,476,1,306,"Different_Path","Rectangle"
"110",302,3,1,"Conscious",46,441,1,60,"Different_Path","Rectangle"
"111",303,3,1,"Conscious",47,517,1,215,"Different_Path","Rectangle"
"112",304,3,1,"Conscious",48,482,1,283,"Same_Path","Rectangle"
"113",305,3,1,"Conscious",49,493,1,186,"Same_Path","Diamond"
"114",306,3,1,"Conscious",50,519,1,226,"Same_Path","Diamond"
"115",307,3,1,"Conscious",51,500,1,193,"Different_Path","Diamond"
"116",308,3,1,"Conscious",52,397,1,166,"Same_Path","Rectangle"
"117",309,3,1,"Conscious",53,515,1,70,"Different_Path","Diamond"
"118",310,3,1,"Conscious",54,504,1,127,"Same_Path","Diamond"
"119",311,3,1,"Conscious",55,479,1,199,"Different_Path","Diamond"
"120",312,3,1,"Conscious",56,493,1,158,"Different_Path","Rectangle"
"121",313,3,1,"Conscious",57,406,1,261,"Different_Path","Diamond"
"122",314,3,1,"Conscious",58,473,1,237,"Same_Path","Rectangle"
"123",315,3,1,"Conscious",59,494,1,150,"Different_Path","Diamond"
"124",316,3,1,"Conscious",60,432,1,280,"Same_Path","Diamond"
"125",317,3,1,"Conscious",61,573,1,130,"Same_Path","Diamond"
"126",318,3,1,"Conscious",62,398,1,328,"Same_Path","Diamond"
"127",319,3,1,"Conscious",63,434,1,82,"Different_Path","Rectangle"
"128",320,3,1,"Conscious",64,463,1,103,"Different_Path","Rectangle"
"129",513,4,1,"Conscious",1,397,1,63,"Same_Path","Rectangle"
"130",514,4,1,"Conscious",2,452,1,33,"Different_Path","Rectangle"
"131",515,4,1,"Conscious",3,478,1,118,"Same_Path","Rectangle"
"132",516,4,1,"Conscious",4,459,1,32,"Same_Path","Diamond"
"133",517,4,1,"Conscious",5,490,1,343,"Same_Path","Diamond"
"134",518,4,1,"Conscious",6,566,1,227,"Same_Path","Rectangle"
"135",519,4,1,"Conscious",7,657,1,14,"Different_Path","Diamond"
"136",520,4,1,"Conscious",8,602,1,24,"Same_Path","Diamond"
"137",521,4,1,"Conscious",9,509,1,7,"Different_Path","Rectangle"
"138",522,4,1,"Conscious",10,789,1,68,"Same_Path","Rectangle"
"139",523,4,1,"Conscious",11,530,1,349,"Same_Path","Diamond"
"140",524,4,1,"Conscious",12,989,1,7,"Same_Path","Rectangle"
"141",525,4,1,"Conscious",13,436,1,193,"Different_Path","Rectangle"
"142",526,4,1,"Conscious",14,634,1,114,"Same_Path","Diamond"
"143",527,4,1,"Conscious",15,711,1,233,"Different_Path","Diamond"
"144",528,4,1,"Conscious",16,470,1,34,"Same_Path","Diamond"
"145",529,4,1,"Conscious",17,509,1,164,"Different_Path","Rectangle"
"146",530,4,1,"Conscious",18,765,1,321,"Different_Path","Diamond"
"147",531,4,1,"Conscious",19,520,1,32,"Different_Path","Diamond"
"149",533,4,1,"Conscious",21,1142,1,76,"Same_Path","Diamond"
"150",534,4,1,"Conscious",22,525,1,183,"Same_Path","Rectangle"
"151",535,4,1,"Conscious",23,705,1,151,"Different_Path","Rectangle"
"152",536,4,1,"Conscious",24,808,1,172,"Same_Path","Diamond"
"153",537,4,1,"Conscious",25,515,1,139,"Same_Path","Rectangle"
"154",538,4,1,"Conscious",26,641,1,278,"Different_Path","Diamond"
"155",539,4,1,"Conscious",27,566,1,352,"Same_Path","Rectangle"
"156",540,4,1,"Conscious",28,601,1,119,"Same_Path","Diamond"
"157",541,4,1,"Conscious",29,756,1,125,"Different_Path","Diamond"
"158",542,4,1,"Conscious",30,857,1,116,"Same_Path","Rectangle"
"159",543,4,1,"Conscious",31,779,1,166,"Different_Path","Diamond"
"160",544,4,1,"Conscious",32,732,1,215,"Different_Path","Diamond"
"161",545,4,1,"Conscious",33,861,1,136,"Different_Path","Rectangle"
"162",546,4,1,"Conscious",34,902,1,308,"Different_Path","Diamond"
"163",547,4,1,"Conscious",35,693,1,296,"Different_Path","Rectangle"
"164",548,4,1,"Conscious",36,542,1,98,"Different_Path","Rectangle"
"165",549,4,1,"Conscious",37,582,1,117,"Different_Path","Diamond"
"166",550,4,1,"Conscious",38,661,1,327,"Same_Path","Diamond"
"167",551,4,1,"Conscious",39,548,1,94,"Same_Path","Rectangle"
"168",552,4,1,"Conscious",40,684,1,222,"Different_Path","Diamond"
"169",553,4,1,"Conscious",41,383,1,227,"Different_Path","Rectangle"
"170",554,4,1,"Conscious",42,542,1,171,"Same_Path","Rectangle"
"171",555,4,1,"Conscious",43,565,1,307,"Different_Path","Diamond"
"172",556,4,1,"Conscious",44,441,1,188,"Same_Path","Rectangle"
"173",557,4,1,"Conscious",45,540,1,183,"Same_Path","Rectangle"
"174",558,4,1,"Conscious",46,941,1,200,"Same_Path","Rectangle"
"175",559,4,1,"Conscious",47,644,1,267,"Same_Path","Diamond"
"176",560,4,1,"Conscious",48,600,1,280,"Same_Path","Diamond"
"177",561,4,1,"Conscious",49,557,1,332,"Same_Path","Rectangle"
"178",562,4,1,"Conscious",50,698,1,308,"Different_Path","Diamond"
"179",563,4,1,"Conscious",51,556,1,151,"Different_Path","Diamond"
"181",565,4,1,"Conscious",53,634,1,112,"Same_Path","Rectangle"
"182",566,4,1,"Conscious",54,455,1,31,"Different_Path","Rectangle"
"183",567,4,1,"Conscious",55,545,1,171,"Same_Path","Diamond"
"184",568,4,1,"Conscious",56,768,1,248,"Different_Path","Rectangle"
"185",569,4,1,"Conscious",57,763,1,61,"Different_Path","Diamond"
"186",570,4,1,"Conscious",58,662,1,145,"Different_Path","Rectangle"
"187",571,4,1,"Conscious",59,829,1,95,"Same_Path","Diamond"
"188",572,4,1,"Conscious",60,453,1,357,"Different_Path","Rectangle"
"189",573,4,1,"Conscious",61,524,1,7,"Different_Path","Diamond"
"190",574,4,1,"Conscious",62,599,1,344,"Different_Path","Diamond"
"191",575,4,1,"Conscious",63,626,1,180,"Different_Path","Rectangle"
"192",576,4,1,"Conscious",64,754,1,196,"Same_Path","Diamond"
"193",769,5,1,"Conscious",1,517,1,201,"Same_Path","Diamond"
"194",770,5,1,"Conscious",2,538,1,56,"Same_Path","Rectangle"
"195",771,5,1,"Conscious",3,564,1,331,"Same_Path","Rectangle"
"196",772,5,1,"Conscious",4,535,1,113,"Different_Path","Diamond"
"197",773,5,1,"Conscious",5,560,1,43,"Different_Path","Rectangle"
"198",774,5,1,"Conscious",6,621,1,4,"Different_Path","Diamond"
"199",775,5,1,"Conscious",7,447,1,280,"Different_Path","Diamond"
"200",776,5,1,"Conscious",8,626,1,181,"Same_Path","Rectangle"
"201",777,5,1,"Conscious",9,481,1,237,"Different_Path","Rectangle"
"202",778,5,1,"Conscious",10,444,1,318,"Same_Path","Rectangle"
"203",779,5,1,"Conscious",11,406,1,149,"Different_Path","Diamond"
"204",780,5,1,"Conscious",12,529,1,89,"Different_Path","Rectangle"
"205",781,5,1,"Conscious",13,477,1,234,"Different_Path","Rectangle"
"206",782,5,1,"Conscious",14,546,1,196,"Same_Path","Diamond"
"207",783,5,1,"Conscious",15,465,1,48,"Same_Path","Rectangle"
"208",784,5,1,"Conscious",16,512,1,352,"Different_Path","Rectangle"
"209",785,5,1,"Conscious",17,446,1,41,"Different_Path","Rectangle"
"210",786,5,1,"Conscious",18,497,1,253,"Different_Path","Rectangle"
"211",787,5,1,"Conscious",19,418,1,60,"Different_Path","Rectangle"
"212",788,5,1,"Conscious",20,564,1,12,"Same_Path","Diamond"
"213",789,5,1,"Conscious",21,527,1,289,"Same_Path","Rectangle"
"214",790,5,1,"Conscious",22,418,1,157,"Different_Path","Rectangle"
"215",791,5,1,"Conscious",23,508,1,50,"Same_Path","Rectangle"
"216",792,5,1,"Conscious",24,371,1,337,"Same_Path","Rectangle"
"217",793,5,1,"Conscious",25,372,1,157,"Different_Path","Rectangle"
"218",794,5,1,"Conscious",26,501,1,105,"Different_Path","Diamond"
"219",795,5,1,"Conscious",27,493,1,273,"Same_Path","Rectangle"
"220",796,5,1,"Conscious",28,502,1,261,"Same_Path","Diamond"
"221",797,5,1,"Conscious",29,469,1,81,"Same_Path","Rectangle"
"222",798,5,1,"Conscious",30,437,1,8,"Different_Path","Diamond"
"223",799,5,1,"Conscious",31,402,1,188,"Same_Path","Diamond"
"224",800,5,1,"Conscious",32,461,1,218,"Different_Path","Rectangle"
"225",801,5,1,"Conscious",33,429,1,61,"Same_Path","Rectangle"
"226",802,5,1,"Conscious",34,404,1,163,"Different_Path","Rectangle"
"227",803,5,1,"Conscious",35,487,1,218,"Different_Path","Diamond"
"228",804,5,1,"Conscious",36,459,1,194,"Different_Path","Diamond"
"229",805,5,1,"Conscious",37,508,1,37,"Same_Path","Diamond"
"230",806,5,1,"Conscious",38,435,1,142,"Different_Path","Diamond"
"231",807,5,1,"Conscious",39,364,1,254,"Same_Path","Diamond"
"232",808,5,1,"Conscious",40,408,1,91,"Different_Path","Rectangle"
"233",809,5,1,"Conscious",41,411,1,217,"Same_Path","Rectangle"
"234",810,5,1,"Conscious",42,516,1,67,"Different_Path","Diamond"
"235",811,5,1,"Conscious",43,330,1,168,"Same_Path","Diamond"
"238",814,5,1,"Conscious",46,478,1,82,"Same_Path","Rectangle"
"239",815,5,1,"Conscious",47,435,1,8,"Same_Path","Rectangle"
"240",816,5,1,"Conscious",48,424,1,234,"Different_Path","Rectangle"
"241",817,5,1,"Conscious",49,512,1,315,"Different_Path","Diamond"
"242",818,5,1,"Conscious",50,437,1,229,"Different_Path","Diamond"
"243",819,5,1,"Conscious",51,418,1,185,"Different_Path","Diamond"
"244",820,5,1,"Conscious",52,458,1,19,"Different_Path","Diamond"
"245",821,5,1,"Conscious",53,467,1,71,"Same_Path","Rectangle"
"246",822,5,1,"Conscious",54,584,1,68,"Different_Path","Diamond"
"247",823,5,1,"Conscious",55,480,1,192,"Same_Path","Rectangle"
"248",824,5,1,"Conscious",56,555,1,339,"Same_Path","Diamond"
"249",825,5,1,"Conscious",57,504,1,320,"Same_Path","Diamond"
"250",826,5,1,"Conscious",58,448,1,163,"Same_Path","Diamond"
"251",827,5,1,"Conscious",59,475,1,121,"Different_Path","Diamond"
"252",828,5,1,"Conscious",60,460,1,86,"Same_Path","Diamond"
"253",829,5,1,"Conscious",61,467,1,296,"Different_Path","Diamond"
"254",830,5,1,"Conscious",62,497,1,50,"Same_Path","Diamond"
"255",831,5,1,"Conscious",63,514,1,279,"Same_Path","Diamond"
"256",832,5,1,"Conscious",64,471,1,126,"Same_Path","Diamond"
"257",1025,6,1,"Conscious",1,586,1,95,"Same_Path","Rectangle"
"258",1026,6,1,"Conscious",2,644,1,53,"Same_Path","Rectangle"
"259",1027,6,1,"Conscious",3,639,1,49,"Different_Path","Diamond"
"260",1028,6,1,"Conscious",4,644,1,313,"Different_Path","Rectangle"
"261",1029,6,1,"Conscious",5,711,1,209,"Same_Path","Rectangle"
"262",1030,6,1,"Conscious",6,454,1,198,"Same_Path","Diamond"
"263",1031,6,1,"Conscious",7,570,1,53,"Same_Path","Rectangle"
"264",1032,6,1,"Conscious",8,525,1,308,"Same_Path","Rectangle"
"265",1033,6,1,"Conscious",9,568,1,224,"Same_Path","Diamond"
"266",1034,6,1,"Conscious",10,668,1,127,"Different_Path","Diamond"
"267",1035,6,1,"Conscious",11,545,1,185,"Different_Path","Rectangle"
"268",1036,6,1,"Conscious",12,488,1,145,"Same_Path","Rectangle"
"269",1037,6,1,"Conscious",13,529,1,28,"Same_Path","Rectangle"
"270",1038,6,1,"Conscious",14,485,1,87,"Same_Path","Rectangle"
"271",1039,6,1,"Conscious",15,504,1,45,"Different_Path","Rectangle"
"272",1040,6,1,"Conscious",16,465,1,67,"Different_Path","Rectangle"
"273",1041,6,1,"Conscious",17,656,1,87,"Same_Path","Diamond"
"274",1042,6,1,"Conscious",18,650,1,151,"Different_Path","Diamond"
"275",1043,6,1,"Conscious",19,413,1,18,"Same_Path","Diamond"
"276",1044,6,1,"Conscious",20,360,1,325,"Same_Path","Diamond"
"278",1046,6,1,"Conscious",22,613,1,177,"Same_Path","Diamond"
"279",1047,6,1,"Conscious",23,566,1,177,"Different_Path","Rectangle"
"280",1048,6,1,"Conscious",24,594,1,122,"Same_Path","Diamond"
"281",1049,6,1,"Conscious",25,559,1,325,"Same_Path","Diamond"
"282",1050,6,1,"Conscious",26,484,1,133,"Different_Path","Rectangle"
"283",1051,6,1,"Conscious",27,551,1,41,"Different_Path","Rectangle"
"284",1052,6,1,"Conscious",28,599,1,281,"Same_Path","Diamond"
"285",1053,6,1,"Conscious",29,620,1,141,"Same_Path","Diamond"
"286",1054,6,1,"Conscious",30,621,1,88,"Different_Path","Rectangle"
"287",1055,6,1,"Conscious",31,664,1,146,"Different_Path","Diamond"
"288",1056,6,1,"Conscious",32,894,1,35,"Different_Path","Diamond"
"289",1057,6,1,"Conscious",33,663,1,48,"Different_Path","Diamond"
"290",1058,6,1,"Conscious",34,544,1,340,"Different_Path","Rectangle"
"291",1059,6,1,"Conscious",35,631,1,345,"Same_Path","Rectangle"
"292",1060,6,1,"Conscious",36,551,1,208,"Same_Path","Rectangle"
"293",1061,6,1,"Conscious",37,574,1,22,"Different_Path","Diamond"
"294",1062,6,1,"Conscious",38,815,1,85,"Same_Path","Diamond"
"295",1063,6,1,"Conscious",39,456,1,128,"Different_Path","Rectangle"
"296",1064,6,1,"Conscious",40,514,1,296,"Different_Path","Rectangle"
"297",1065,6,1,"Conscious",41,639,1,6,"Different_Path","Diamond"
"298",1066,6,1,"Conscious",42,412,1,16,"Different_Path","Rectangle"
"299",1067,6,1,"Conscious",43,575,1,61,"Different_Path","Diamond"
"300",1068,6,1,"Conscious",44,545,1,234,"Different_Path","Rectangle"
"301",1069,6,1,"Conscious",45,608,1,264,"Same_Path","Diamond"
"302",1070,6,1,"Conscious",46,659,1,234,"Different_Path","Diamond"
"303",1071,6,1,"Conscious",47,364,1,163,"Same_Path","Rectangle"
"304",1072,6,1,"Conscious",48,552,1,197,"Same_Path","Diamond"
"305",1073,6,1,"Conscious",49,669,1,107,"Same_Path","Diamond"
"306",1074,6,1,"Conscious",50,508,1,269,"Different_Path","Diamond"
"307",1075,6,1,"Conscious",51,492,1,69,"Same_Path","Rectangle"
"308",1076,6,1,"Conscious",52,471,1,248,"Same_Path","Rectangle"
"309",1077,6,1,"Conscious",53,572,1,67,"Different_Path","Diamond"
"310",1078,6,1,"Conscious",54,560,1,133,"Same_Path","Diamond"
"311",1079,6,1,"Conscious",55,549,1,226,"Different_Path","Rectangle"
"312",1080,6,1,"Conscious",56,668,1,281,"Different_Path","Diamond"
"313",1081,6,1,"Conscious",57,563,1,30,"Same_Path","Rectangle"
"314",1082,6,1,"Conscious",58,593,1,335,"Same_Path","Diamond"
"315",1083,6,1,"Conscious",59,510,1,280,"Different_Path","Rectangle"
"316",1084,6,1,"Conscious",60,565,1,176,"Different_Path","Rectangle"
"317",1085,6,1,"Conscious",61,392,1,157,"Different_Path","Rectangle"
"318",1086,6,1,"Conscious",62,496,1,161,"Different_Path","Diamond"
"319",1087,6,1,"Conscious",63,649,1,111,"Different_Path","Diamond"
"320",1088,6,1,"Conscious",64,588,1,184,"Same_Path","Diamond"
"321",1281,7,1,"Conscious",1,675,1,95,"Same_Path","Rectangle"
"322",1282,7,1,"Conscious",2,639,1,53,"Same_Path","Rectangle"
"323",1283,7,1,"Conscious",3,566,1,49,"Different_Path","Diamond"
"324",1284,7,1,"Conscious",4,476,1,313,"Different_Path","Rectangle"
"325",1285,7,1,"Conscious",5,551,1,209,"Same_Path","Rectangle"
"326",1286,7,1,"Conscious",6,563,1,198,"Same_Path","Diamond"
"327",1287,7,1,"Conscious",7,641,1,53,"Same_Path","Rectangle"
"328",1288,7,1,"Conscious",8,464,1,308,"Same_Path","Rectangle"
"329",1289,7,1,"Conscious",9,584,1,224,"Same_Path","Diamond"
"330",1290,7,1,"Conscious",10,524,1,127,"Different_Path","Diamond"
"331",1291,7,1,"Conscious",11,477,1,185,"Different_Path","Rectangle"
"332",1292,7,1,"Conscious",12,528,1,145,"Same_Path","Rectangle"
"333",1293,7,1,"Conscious",13,495,1,28,"Same_Path","Rectangle"
"334",1294,7,1,"Conscious",14,439,1,87,"Same_Path","Rectangle"
"335",1295,7,1,"Conscious",15,430,1,45,"Different_Path","Rectangle"
"336",1296,7,1,"Conscious",16,431,1,67,"Different_Path","Rectangle"
"337",1297,7,1,"Conscious",17,562,1,87,"Same_Path","Diamond"
"338",1298,7,1,"Conscious",18,665,1,151,"Different_Path","Diamond"
"339",1299,7,1,"Conscious",19,412,1,18,"Same_Path","Diamond"
"340",1300,7,1,"Conscious",20,464,1,325,"Same_Path","Diamond"
"341",1301,7,1,"Conscious",21,483,1,341,"Same_Path","Rectangle"
"342",1302,7,1,"Conscious",22,506,1,177,"Same_Path","Diamond"
"343",1303,7,1,"Conscious",23,784,1,177,"Different_Path","Rectangle"
"344",1304,7,1,"Conscious",24,563,1,122,"Same_Path","Diamond"
"345",1305,7,1,"Conscious",25,498,1,325,"Same_Path","Diamond"
"346",1306,7,1,"Conscious",26,467,1,133,"Different_Path","Rectangle"
"347",1307,7,1,"Conscious",27,558,1,41,"Different_Path","Rectangle"
"348",1308,7,1,"Conscious",28,484,1,281,"Same_Path","Diamond"
"349",1309,7,1,"Conscious",29,579,1,141,"Same_Path","Diamond"
"350",1310,7,1,"Conscious",30,444,1,88,"Different_Path","Rectangle"
"351",1311,7,1,"Conscious",31,562,1,146,"Different_Path","Diamond"
"352",1312,7,1,"Conscious",32,512,1,35,"Different_Path","Diamond"
"353",1313,7,1,"Conscious",33,532,1,48,"Different_Path","Diamond"
"354",1314,7,1,"Conscious",34,484,1,340,"Different_Path","Rectangle"
"355",1315,7,1,"Conscious",35,786,1,345,"Same_Path","Rectangle"
"356",1316,7,1,"Conscious",36,502,1,208,"Same_Path","Rectangle"
"357",1317,7,1,"Conscious",37,951,1,22,"Different_Path","Diamond"
"358",1318,7,1,"Conscious",38,515,1,85,"Same_Path","Diamond"
"359",1319,7,1,"Conscious",39,463,1,128,"Different_Path","Rectangle"
"360",1320,7,1,"Conscious",40,511,1,296,"Different_Path","Rectangle"
"361",1321,7,1,"Conscious",41,611,1,6,"Different_Path","Diamond"
"362",1322,7,1,"Conscious",42,572,1,16,"Different_Path","Rectangle"
"363",1323,7,1,"Conscious",43,669,1,61,"Different_Path","Diamond"
"364",1324,7,1,"Conscious",44,512,1,234,"Different_Path","Rectangle"
"365",1325,7,1,"Conscious",45,492,1,264,"Same_Path","Diamond"
"366",1326,7,1,"Conscious",46,621,1,234,"Different_Path","Diamond"
"367",1327,7,1,"Conscious",47,518,1,163,"Same_Path","Rectangle"
"368",1328,7,1,"Conscious",48,604,1,197,"Same_Path","Diamond"
"369",1329,7,1,"Conscious",49,650,1,107,"Same_Path","Diamond"
"370",1330,7,1,"Conscious",50,481,1,269,"Different_Path","Diamond"
"371",1331,7,1,"Conscious",51,463,1,69,"Same_Path","Rectangle"
"372",1332,7,1,"Conscious",52,520,1,248,"Same_Path","Rectangle"
"373",1333,7,1,"Conscious",53,542,1,67,"Different_Path","Diamond"
"374",1334,7,1,"Conscious",54,524,1,133,"Same_Path","Diamond"
"375",1335,7,1,"Conscious",55,410,1,226,"Different_Path","Rectangle"
"376",1336,7,1,"Conscious",56,641,1,281,"Different_Path","Diamond"
"377",1337,7,1,"Conscious",57,959,1,30,"Same_Path","Rectangle"
"378",1338,7,1,"Conscious",58,526,1,335,"Same_Path","Diamond"
"379",1339,7,1,"Conscious",59,452,1,280,"Different_Path","Rectangle"
"380",1340,7,1,"Conscious",60,453,1,176,"Different_Path","Rectangle"
"381",1341,7,1,"Conscious",61,486,1,157,"Different_Path","Rectangle"
"382",1342,7,1,"Conscious",62,516,1,161,"Different_Path","Diamond"
"383",1343,7,1,"Conscious",63,618,1,111,"Different_Path","Diamond"
"384",1344,7,1,"Conscious",64,547,1,184,"Same_Path","Diamond"
"385",1537,8,1,"Conscious",1,819,1,95,"Same_Path","Rectangle"
"386",1538,8,1,"Conscious",2,560,1,53,"Same_Path","Rectangle"
"387",1539,8,1,"Conscious",3,694,1,49,"Different_Path","Diamond"
"388",1540,8,1,"Conscious",4,679,1,313,"Different_Path","Rectangle"
