"","X","Ss","block.number","Description","Trial","RT","Acc","Angle","Condition","Target"
"770",3074,14,1,"Conscious",2,597,1,91,"Same_Path","Rectangle"
"771",3075,14,1,"Conscious",3,474,1,35,"Same_Path","Diamond"
"772",3076,14,1,"Conscious",4,423,1,2,"Different_Path","Rectangle"
"773",3077,14,1,"Conscious",5,625,1,172,"Same_Path","Diamond"
"774",3078,14,1,"Conscious",6,512,1,216,"Different_Path","Diamond"
"775",3079,14,1,"Conscious",7,415,1,91,"Same_Path","Rectangle"
"777",3081,14,1,"Conscious",9,604,1,182,"Different_Path","Rectangle"
"778",3082,14,1,"Conscious",10,593,1,268,"Different_Path","Rectangle"
"779",3083,14,1,"Conscious",11,574,1,60,"Same_Path","Diamond"
"780",3084,14,1,"Conscious",12,512,1,6,"Different_Path","Rectangle"
"781",3085,14,1,"Conscious",13,485,1,75,"Same_Path","Rectangle"
"782",3086,14,1,"Conscious",14,488,1,103,"Same_Path","Rectangle"
"783",3087,14,1,"Conscious",15,692,1,108,"Different_Path","Diamond"
"784",3088,14,1,"Conscious",16,679,1,240,"Different_Path","Diamond"
"785",3089,14,1,"Conscious",17,572,1,82,"Same_Path","Diamond"
"787",3091,14,1,"Conscious",19,669,1,78,"Same_Path","Diamond"
"788",3092,14,1,"Conscious",20,588,1,34,"Same_Path","Rectangle"
"789",3093,14,1,"Conscious",21,843,1,285,"Same_Path","Diamond"
"790",3094,14,1,"Conscious",22,638,1,328,"Same_Path","Rectangle"
"791",3095,14,1,"Conscious",23,636,1,244,"Different_Path","Rectangle"
"792",3096,14,1,"Conscious",24,553,1,151,"Same_Path","Diamond"
"793",3097,14,1,"Conscious",25,544,1,302,"Same_Path","Rectangle"
"794",3098,14,1,"Conscious",26,623,1,38,"Same_Path","Rectangle"
"795",3099,14,1,"Conscious",27,574,1,223,"Same_Path","Rectangle"
"796",3100,14,1,"Conscious",28,586,1,178,"Different_Path","Diamond"
"799",3103,14,1,"Conscious",31,642,1,7,"Same_Path","Rectangle"
"800",3104,14,1,"Conscious",32,591,1,73,"Different_Path","Diamond"
"801",3105,14,1,"Conscious",33,534,1,80,"Different_Path","Rectangle"
"802",3106,14,1,"Conscious",34,592,1,222,"Same_Path","Diamond"
"803",3107,14,1,"Conscious",35,583,1,136,"Same_Path","Rectangle"
"804",3108,14,1,"Conscious",36,602,1,178,"Different_Path","Diamond"
"805",3109,14,1,"Conscious",37,485,1,225,"Different_Path","Diamond"
"806",3110,14,1,"Conscious",38,521,1,260,"Different_Path","Diamond"
"807",3111,14,1,"Conscious",39,582,1,247,"Different_Path","Rectangle"
"808",3112,14,1,"Conscious",40,741,1,161,"Different_Path","Diamond"
"809",3113,14,1,"Conscious",41,670,1,135,"Same_Path","Diamond"
"810",3114,14,1,"Conscious",42,638,1,123,"Same_Path","Rectangle"
"811",3115,14,1,"Conscious",43,587,1,219,"Different_Path","Diamond"
"812",3116,14,1,"Conscious",44,522,1,140,"Different_Path","Rectangle"
"813",3117,14,1,"Conscious",45,567,1,306,"Different_Path","Rectangle"
"814",3118,14,1,"Conscious",46,506,1,60,"Different_Path","Rectangle"
"815",3119,14,1,"Conscious",47,466,1,215,"Different_Path","Rectangle"
"816",3120,14,1,"Conscious",48,481,1,283,"Same_Path","Rectangle"
"817",3121,14,1,"Conscious",49,654,1,186,"Same_Path","Diamond"
"818",3122,14,1,"Conscious",50,512,1,226,"Same_Path","Diamond"
"819",3123,14,1,"Conscious",51,503,1,193,"Different_Path","Diamond"
"820",3124,14,1,"Conscious",52,592,1,166,"Same_Path","Rectangle"
"821",3125,14,1,"Conscious",53,624,1,70,"Different_Path","Diamond"
"822",3126,14,1,"Conscious",54,433,1,127,"Same_Path","Diamond"
"823",3127,14,1,"Conscious",55,328,1,199,"Different_Path","Diamond"
"824",3128,14,1,"Conscious",56,531,1,158,"Different_Path","Rectangle"
"825",3129,14,1,"Conscious",57,687,1,261,"Different_Path","Diamond"
"826",3130,14,1,"Conscious",58,450,1,237,"Same_Path","Rectangle"
"827",3131,14,1,"Conscious",59,659,1,150,"Different_Path","Diamond"
"828",3132,14,1,"Conscious",60,555,1,280,"Same_Path","Diamond"
"829",3133,14,1,"Conscious",61,404,1,130,"Same_Path","Diamond"
"830",3134,14,1,"Conscious",62,415,1,328,"Same_Path","Diamond"
"831",3135,14,1,"Conscious",63,536,1,82,"Different_Path","Rectangle"
"832",3136,14,1,"Conscious",64,442,1,103,"Different_Path","Rectangle"
"833",3329,15,1,"Conscious",1,501,1,218,"Different_Path","Diamond"
"834",3330,15,1,"Conscious",2,452,1,158,"Same_Path","Rectangle"
"835",3331,15,1,"Conscious",3,534,1,43,"Same_Path","Diamond"
"836",3332,15,1,"Conscious",4,527,1,209,"Different_Path","Rectangle"
"837",3333,15,1,"Conscious",5,410,1,156,"Same_Path","Rectangle"
"838",3334,15,1,"Conscious",6,403,1,337,"Same_Path","Diamond"
"839",3335,15,1,"Conscious",7,583,1,325,"Same_Path","Rectangle"
"840",3336,15,1,"Conscious",8,510,1,66,"Same_Path","Diamond"
"841",3337,15,1,"Conscious",9,405,1,282,"Same_Path","Rectangle"
"842",3338,15,1,"Conscious",10,521,1,64,"Different_Path","Diamond"
"843",3339,15,1,"Conscious",11,486,1,187,"Different_Path","Rectangle"
"844",3340,15,1,"Conscious",12,433,1,61,"Different_Path","Diamond"
"845",3341,15,1,"Conscious",13,423,1,204,"Same_Path","Diamond"
"846",3342,15,1,"Conscious",14,375,1,348,"Same_Path","Rectangle"
"847",3343,15,1,"Conscious",15,519,1,152,"Different_Path","Diamond"
"848",3344,15,1,"Conscious",16,501,1,236,"Different_Path","Diamond"
"849",3345,15,1,"Conscious",17,358,1,91,"Different_Path","Rectangle"
"850",3346,15,1,"Conscious",18,387,1,346,"Different_Path","Diamond"
"851",3347,15,1,"Conscious",19,467,1,325,"Different_Path","Diamond"
"852",3348,15,1,"Conscious",20,483,1,297,"Different_Path","Diamond"
"853",3349,15,1,"Conscious",21,493,1,1,"Different_Path","Diamond"
"854",3350,15,1,"Conscious",22,398,1,299,"Different_Path","Rectangle"
"855",3351,15,1,"Conscious",23,428,1,246,"Different_Path","Diamond"
"856",3352,15,1,"Conscious",24,443,1,208,"Different_Path","Diamond"
"857",3353,15,1,"Conscious",25,374,1,125,"Same_Path","Rectangle"
"858",3354,15,1,"Conscious",26,440,1,173,"Same_Path","Diamond"
"859",3355,15,1,"Conscious",27,377,1,297,"Same_Path","Rectangle"
"860",3356,15,1,"Conscious",28,474,1,259,"Different_Path","Diamond"
"861",3357,15,1,"Conscious",29,400,1,232,"Same_Path","Rectangle"
"863",3359,15,1,"Conscious",31,556,1,172,"Different_Path","Rectangle"
"864",3360,15,1,"Conscious",32,626,1,234,"Different_Path","Rectangle"
"865",3361,15,1,"Conscious",33,409,1,126,"Different_Path","Rectangle"
"866",3362,15,1,"Conscious",34,538,1,1,"Different_Path","Diamond"
"867",3363,15,1,"Conscious",35,409,1,163,"Same_Path","Rectangle"
"868",3364,15,1,"Conscious",36,349,1,68,"Same_Path","Rectangle"
"869",3365,15,1,"Conscious",37,444,1,290,"Same_Path","Rectangle"
"870",3366,15,1,"Conscious",38,504,1,219,"Different_Path","Rectangle"
"871",3367,15,1,"Conscious",39,495,1,175,"Same_Path","Diamond"
"872",3368,15,1,"Conscious",40,482,1,95,"Same_Path","Rectangle"
"873",3369,15,1,"Conscious",41,621,1,183,"Same_Path","Diamond"
"874",3370,15,1,"Conscious",42,493,1,307,"Same_Path","Diamond"
"875",3371,15,1,"Conscious",43,500,1,258,"Same_Path","Rectangle"
"876",3372,15,1,"Conscious",44,557,1,289,"Different_Path","Rectangle"
"877",3373,15,1,"Conscious",45,522,1,21,"Different_Path","Rectangle"
"878",3374,15,1,"Conscious",46,574,1,277,"Same_Path","Diamond"
"879",3375,15,1,"Conscious",47,671,1,201,"Different_Path","Diamond"
"880",3376,15,1,"Conscious",48,604,1,10,"Same_Path","Diamond"
"881",3377,15,1,"Conscious",49,600,1,304,"Different_Path","Rectangle"
"882",3378,15,1,"Conscious",50,655,1,355,"Different_Path","Rectangle"
"883",3379,15,1,"Conscious",51,504,1,356,"Same_Path","Rectangle"
"884",3380,15,1,"Conscious",52,663,1,95,"Different_Path","Diamond"
"885",3381,15,1,"Conscious",53,486,1,87,"Same_Path","Rectangle"
"886",3382,15,1,"Conscious",54,572,1,173,"Different_Path","Diamond"
"887",3383,15,1,"Conscious",55,687,1,360,"Different_Path","Diamond"
"888",3384,15,1,"Conscious",56,674,1,51,"Same_Path","Diamond"
"889",3385,15,1,"Conscious",57,559,1,12,"Same_Path","Rectangle"
"890",3386,15,1,"Conscious",58,565,1,237,"Same_Path","Diamond"
"891",3387,15,1,"Conscious",59,512,1,32,"Different_Path","Rectangle"
"892",3388,15,1,"Conscious",60,621,1,335,"Same_Path","Rectangle"
"893",3389,15,1,"Conscious",61,510,1,92,"Different_Path","Rectangle"
"894",3390,15,1,"Conscious",62,524,1,185,"Same_Path","Diamond"
"895",3391,15,1,"Conscious",63,471,1,167,"Same_Path","Diamond"
"896",3392,15,1,"Conscious",64,517,1,177,"Different_Path","Diamond"
"898",3586,16,1,"Conscious",2,476,1,25,"Same_Path","Rectangle"
"899",3587,16,1,"Conscious",3,634,1,253,"Same_Path","Diamond"
"900",3588,16,1,"Conscious",4,735,1,57,"Different_Path","Diamond"
"901",3589,16,1,"Conscious",5,1384,1,94,"Different_Path","Diamond"
"902",3590,16,1,"Conscious",6,455,1,67,"Same_Path","Rectangle"
"903",3591,16,1,"Conscious",7,561,1,118,"Different_Path","Rectangle"
"904",3592,16,1,"Conscious",8,788,1,43,"Different_Path","Diamond"
"905",3593,16,1,"Conscious",9,683,1,220,"Different_Path","Rectangle"
"906",3594,16,1,"Conscious",10,558,1,120,"Same_Path","Rectangle"
"907",3595,16,1,"Conscious",11,730,1,261,"Different_Path","Diamond"
"908",3596,16,1,"Conscious",12,675,1,348,"Different_Path","Rectangle"
"909",3597,16,1,"Conscious",13,776,1,22,"Same_Path","Diamond"
"911",3599,16,1,"Conscious",15,550,1,254,"Different_Path","Rectangle"
"912",3600,16,1,"Conscious",16,781,1,240,"Different_Path","Rectangle"
"913",3601,16,1,"Conscious",17,589,1,272,"Different_Path","Rectangle"
"914",3602,16,1,"Conscious",18,508,1,223,"Same_Path","Diamond"
"915",3603,16,1,"Conscious",19,851,1,182,"Different_Path","Rectangle"
"916",3604,16,1,"Conscious",20,765,1,312,"Different_Path","Diamond"
"917",3605,16,1,"Conscious",21,742,1,324,"Different_Path","Rectangle"
"918",3606,16,1,"Conscious",22,957,1,347,"Same_Path","Rectangle"
"919",3607,16,1,"Conscious",23,738,1,333,"Different_Path","Diamond"
"920",3608,16,1,"Conscious",24,873,1,49,"Different_Path","Rectangle"
"922",3610,16,1,"Conscious",26,559,1,1,"Different_Path","Diamond"
"923",3611,16,1,"Conscious",27,677,1,244,"Same_Path","Diamond"
"924",3612,16,1,"Conscious",28,746,1,186,"Different_Path","Diamond"
"925",3613,16,1,"Conscious",29,593,1,135,"Same_Path","Rectangle"
"926",3614,16,1,"Conscious",30,518,1,93,"Different_Path","Diamond"
"927",3615,16,1,"Conscious",31,604,1,319,"Different_Path","Rectangle"
"928",3616,16,1,"Conscious",32,743,1,212,"Same_Path","Diamond"
"929",3617,16,1,"Conscious",33,1150,1,303,"Same_Path","Diamond"
"930",3618,16,1,"Conscious",34,1011,1,356,"Same_Path","Diamond"
"931",3619,16,1,"Conscious",35,702,1,10,"Same_Path","Rectangle"
"932",3620,16,1,"Conscious",36,805,1,26,"Different_Path","Diamond"
"933",3621,16,1,"Conscious",37,472,1,349,"Different_Path","Diamond"
"934",3622,16,1,"Conscious",38,590,1,43,"Same_Path","Diamond"
"935",3623,16,1,"Conscious",39,664,1,302,"Same_Path","Diamond"
"936",3624,16,1,"Conscious",40,628,1,284,"Same_Path","Diamond"
"937",3625,16,1,"Conscious",41,604,1,142,"Same_Path","Diamond"
"938",3626,16,1,"Conscious",42,655,1,339,"Same_Path","Rectangle"
"939",3627,16,1,"Conscious",43,768,1,286,"Different_Path","Diamond"
"940",3628,16,1,"Conscious",44,883,1,110,"Same_Path","Rectangle"
"941",3629,16,1,"Conscious",45,503,1,40,"Same_Path","Diamond"
"942",3630,16,1,"Conscious",46,582,1,178,"Same_Path","Rectangle"
"943",3631,16,1,"Conscious",47,749,1,89,"Different_Path","Diamond"
"944",3632,16,1,"Conscious",48,860,1,114,"Same_Path","Rectangle"
"945",3633,16,1,"Conscious",49,636,1,129,"Same_Path","Rectangle"
"946",3634,16,1,"Conscious",50,609,1,228,"Same_Path","Diamond"
"947",3635,16,1,"Conscious",51,1396,1,37,"Different_Path","Diamond"
"948",3636,16,1,"Conscious",52,545,1,300,"Same_Path","Rectangle"
"949",3637,16,1,"Conscious",53,800,1,183,"Same_Path","Diamond"
"950",3638,16,1,"Conscious",54,571,1,113,"Same_Path","Rectangle"
"951",3639,16,1,"Conscious",55,542,1,311,"Same_Path","Rectangle"
"952",3640,16,1,"Conscious",56,878,1,129,"Different_Path","Diamond"
"953",3641,16,1,"Conscious",57,707,1,325,"Same_Path","Rectangle"
"954",3642,16,1,"Conscious",58,680,1,88,"Same_Path","Rectangle"
"955",3643,16,1,"Conscious",59,573,1,308,"Different_Path","Diamond"
"956",3644,16,1,"Conscious",60,583,1,61,"Different_Path","Rectangle"
"957",3645,16,1,"Conscious",61,718,1,46,"Different_Path","Diamond"
"958",3646,16,1,"Conscious",62,555,1,107,"Different_Path","Rectangle"
"959",3647,16,1,"Conscious",63,657,1,332,"Different_Path","Rectangle"
"960",3648,16,1,"Conscious",64,954,1,8,"Same_Path","Rectangle"
"961",3841,17,1,"Conscious",1,538,1,122,"Different_Path","Rectangle"
"962",3842,17,1,"Conscious",2,961,1,144,"Same_Path","Rectangle"
"963",3843,17,1,"Conscious",3,790,1,168,"Different_Path","Diamond"
"964",3844,17,1,"Conscious",4,683,1,62,"Same_Path","Rectangle"
"965",3845,17,1,"Conscious",5,768,1,291,"Different_Path","Diamond"
"966",3846,17,1,"Conscious",6,812,1,35,"Same_Path","Diamond"
"967",3847,17,1,"Conscious",7,661,1,282,"Same_Path","Diamond"
"968",3848,17,1,"Conscious",8,468,1,28,"Different_Path","Rectangle"
"969",3849,17,1,"Conscious",9,659,1,358,"Different_Path","Diamond"
"970",3850,17,1,"Conscious",10,636,1,337,"Same_Path","Rectangle"
"971",3851,17,1,"Conscious",11,712,1,235,"Different_Path","Diamond"
"972",3852,17,1,"Conscious",12,661,1,350,"Same_Path","Diamond"
"973",3853,17,1,"Conscious",13,468,1,206,"Different_Path","Diamond"
"974",3854,17,1,"Conscious",14,531,1,13,"Different_Path","Diamond"
"975",3855,17,1,"Conscious",15,445,1,22,"Same_Path","Diamond"
"976",3856,17,1,"Conscious",16,688,1,26,"Different_Path","Diamond"
"977",3857,17,1,"Conscious",17,425,1,143,"Different_Path","Rectangle"
"978",3858,17,1,"Conscious",18,657,1,75,"Different_Path","Diamond"
"979",3859,17,1,"Conscious",19,362,1,82,"Different_Path","Rectangle"
"980",3860,17,1,"Conscious",20,445,1,30,"Same_Path","Diamond"
"981",3861,17,1,"Conscious",21,569,1,225,"Same_Path","Rectangle"
"982",3862,17,1,"Conscious",22,508,1,156,"Same_Path","Rectangle"
"983",3863,17,1,"Conscious",23,603,1,120,"Different_Path","Diamond"
"984",3864,17,1,"Conscious",24,678,1,119,"Same_Path","Diamond"
"985",3865,17,1,"Conscious",25,620,1,333,"Same_Path","Diamond"
"986",3866,17,1,"Conscious",26,749,1,219,"Same_Path","Diamond"
"987",3867,17,1,"Conscious",27,484,1,354,"Different_Path","Diamond"
"988",3868,17,1,"Conscious",28,735,1,296,"Same_Path","Rectangle"
"989",3869,17,1,"Conscious",29,520,1,42,"Same_Path","Rectangle"
"990",3870,17,1,"Conscious",30,582,1,329,"Same_Path","Diamond"
"991",3871,17,1,"Conscious",31,565,1,160,"Same_Path","Rectangle"
"992",3872,17,1,"Conscious",32,793,1,39,"Same_Path","Diamond"
"993",3873,17,1,"Conscious",33,549,1,7,"Same_Path","Diamond"
"994",3874,17,1,"Conscious",34,675,1,276,"Different_Path","Rectangle"
"995",3875,17,1,"Conscious",35,585,1,120,"Different_Path","Rectangle"
"996",3876,17,1,"Conscious",36,503,1,67,"Different_Path","Rectangle"
"997",3877,17,1,"Conscious",37,453,1,114,"Different_Path","Rectangle"
"998",3878,17,1,"Conscious",38,710,1,256,"Different_Path","Rectangle"
"999",3879,17,1,"Conscious",39,819,1,137,"Same_Path","Rectangle"
"1000",3880,17,1,"Conscious",40,372,1,69,"Same_Path","Rectangle"
"1001",3881,17,1,"Conscious",41,504,1,328,"Different_Path","Rectangle"
"1002",3882,17,1,"Conscious",42,543,1,23,"Same_Path","Rectangle"
"1003",3883,17,1,"Conscious",43,486,1,10,"Different_Path","Rectangle"
"1004",3884,17,1,"Conscious",44,547,1,60,"Same_Path","Diamond"
"1005",3885,17,1,"Conscious",45,441,1,14,"Different_Path","Diamond"
"1006",3886,17,1,"Conscious",46,500,1,40,"Different_Path","Rectangle"
"1007",3887,17,1,"Conscious",47,508,1,317,"Different_Path","Diamond"
"1008",3888,17,1,"Conscious",48,571,1,105,"Same_Path","Diamond"
"1009",3889,17,1,"Conscious",49,652,1,239,"Different_Path","Rectangle"
"1010",3890,17,1,"Conscious",50,645,1,130,"Same_Path","Rectangle"
"1011",3891,17,1,"Conscious",51,665,1,267,"Different_Path","Rectangle"
"1012",3892,17,1,"Conscious",52,664,1,14,"Different_Path","Diamond"
"1013",3893,17,1,"Conscious",53,767,1,283,"Same_Path","Rectangle"
"1014",3894,17,1,"Conscious",54,578,1,101,"Same_Path","Rectangle"
"1015",3895,17,1,"Conscious",55,587,1,105,"Same_Path","Diamond"
"1016",3896,17,1,"Conscious",56,675,1,181,"Same_Path","Diamond"
"1017",3897,17,1,"Conscious",57,720,1,142,"Different_Path","Rectangle"
"1018",3898,17,1,"Conscious",58,803,1,255,"Same_Path","Rectangle"
"1019",3899,17,1,"Conscious",59,582,1,77,"Different_Path","Diamond"
"1020",3900,17,1,"Conscious",60,710,1,243,"Same_Path","Rectangle"
"1021",3901,17,1,"Conscious",61,643,1,329,"Same_Path","Diamond"
"1022",3902,17,1,"Conscious",62,558,1,41,"Different_Path","Diamond"
"1023",3903,17,1,"Conscious",63,529,1,272,"Different_Path","Rectangle"
"1024",3904,17,1,"Conscious",64,707,1,106,"Different_Path","Diamond"
"1025",4097,18,1,"Conscious",1,1074,1,95,"Same_Path","Rectangle"
"1026",4098,18,1,"Conscious",2,892,1,53,"Same_Path","Rectangle"
"1028",4100,18,1,"Conscious",4,681,1,313,"Different_Path","Rectangle"
"1029",4101,18,1,"Conscious",5,662,1,209,"Same_Path","Rectangle"
"1031",4103,18,1,"Conscious",7,760,1,53,"Same_Path","Rectangle"
"1032",4104,18,1,"Conscious",8,638,1,308,"Same_Path","Rectangle"
"1035",4107,18,1,"Conscious",11,869,1,185,"Different_Path","Rectangle"
"1036",4108,18,1,"Conscious",12,636,1,145,"Same_Path","Rectangle"
"1037",4109,18,1,"Conscious",13,489,1,28,"Same_Path","Rectangle"
"1038",4110,18,1,"Conscious",14,405,1,87,"Same_Path","Rectangle"
"1039",4111,18,1,"Conscious",15,504,1,45,"Different_Path","Rectangle"
"1040",4112,18,1,"Conscious",16,599,1,67,"Different_Path","Rectangle"
"1041",4113,18,1,"Conscious",17,821,1,87,"Same_Path","Diamond"
"1042",4114,18,1,"Conscious",18,1372,1,151,"Different_Path","Diamond"
"1045",4117,18,1,"Conscious",21,631,1,341,"Same_Path","Rectangle"
"1047",4119,18,1,"Conscious",23,701,1,177,"Different_Path","Rectangle"
"1050",4122,18,1,"Conscious",26,529,1,133,"Different_Path","Rectangle"
"1051",4123,18,1,"Conscious",27,484,1,41,"Different_Path","Rectangle"
"1054",4126,18,1,"Conscious",30,397,1,88,"Different_Path","Rectangle"
"1058",4130,18,1,"Conscious",34,454,1,340,"Different_Path","Rectangle"
"1059",4131,18,1,"Conscious",35,416,1,345,"Same_Path","Rectangle"
"1060",4132,18,1,"Conscious",36,489,1,208,"Same_Path","Rectangle"
"1063",4135,18,1,"Conscious",39,561,1,128,"Different_Path","Rectangle"
"1064",4136,18,1,"Conscious",40,438,1,296,"Different_Path","Rectangle"
"1066",4138,18,1,"Conscious",42,471,1,16,"Different_Path","Rectangle"
"1068",4140,18,1,"Conscious",44,510,1,234,"Different_Path","Rectangle"
"1071",4143,18,1,"Conscious",47,340,1,163,"Same_Path","Rectangle"
"1073",4145,18,1,"Conscious",49,1409,1,107,"Same_Path","Diamond"
"1075",4147,18,1,"Conscious",51,575,1,69,"Same_Path","Rectangle"
"1076",4148,18,1,"Conscious",52,680,1,248,"Same_Path","Rectangle"
"1080",4152,18,1,"Conscious",56,2279,1,281,"Different_Path","Diamond"
"1081",4153,18,1,"Conscious",57,473,1,30,"Same_Path","Rectangle"
"1083",4155,18,1,"Conscious",59,429,1,280,"Different_Path","Rectangle"
"1084",4156,18,1,"Conscious",60,387,1,176,"Different_Path","Rectangle"
"1085",4157,18,1,"Conscious",61,338,1,157,"Different_Path","Rectangle"
"1089",4353,19,1,"Conscious",1,753,1,236,"Different_Path","Diamond"
"1090",4354,19,1,"Conscious",2,560,1,91,"Same_Path","Rectangle"
"1091",4355,19,1,"Conscious",3,795,1,35,"Same_Path","Diamond"
"1092",4356,19,1,"Conscious",4,561,1,2,"Different_Path","Rectangle"
"1093",4357,19,1,"Conscious",5,656,1,172,"Same_Path","Diamond"
"1094",4358,19,1,"Conscious",6,817,1,216,"Different_Path","Diamond"
"1095",4359,19,1,"Conscious",7,506,1,91,"Same_Path","Rectangle"
"1096",4360,19,1,"Conscious",8,546,1,318,"Same_Path","Rectangle"
"1097",4361,19,1,"Conscious",9,553,1,182,"Different_Path","Rectangle"
"1098",4362,19,1,"Conscious",10,599,1,268,"Different_Path","Rectangle"
"1099",4363,19,1,"Conscious",11,474,1,60,"Same_Path","Diamond"
"1100",4364,19,1,"Conscious",12,583,1,6,"Different_Path","Rectangle"
"1101",4365,19,1,"Conscious",13,500,1,75,"Same_Path","Rectangle"
"1102",4366,19,1,"Conscious",14,472,1,103,"Same_Path","Rectangle"
"1103",4367,19,1,"Conscious",15,525,1,108,"Different_Path","Diamond"
"1104",4368,19,1,"Conscious",16,544,1,240,"Different_Path","Diamond"
"1105",4369,19,1,"Conscious",17,495,1,82,"Same_Path","Diamond"
"1106",4370,19,1,"Conscious",18,497,1,238,"Same_Path","Diamond"
"1107",4371,19,1,"Conscious",19,466,1,78,"Same_Path","Diamond"
"1108",4372,19,1,"Conscious",20,601,1,34,"Same_Path","Rectangle"
"1109",4373,19,1,"Conscious",21,548,1,285,"Same_Path","Diamond"
"1110",4374,19,1,"Conscious",22,524,1,328,"Same_Path","Rectangle"
"1111",4375,19,1,"Conscious",23,575,1,244,"Different_Path","Rectangle"
"1112",4376,19,1,"Conscious",24,545,1,151,"Same_Path","Diamond"
"1113",4377,19,1,"Conscious",25,609,1,302,"Same_Path","Rectangle"
"1114",4378,19,1,"Conscious",26,573,1,38,"Same_Path","Rectangle"
"1115",4379,19,1,"Conscious",27,582,1,223,"Same_Path","Rectangle"
"1116",4380,19,1,"Conscious",28,557,1,178,"Different_Path","Diamond"
"1117",4381,19,1,"Conscious",29,499,1,345,"Different_Path","Rectangle"
"1118",4382,19,1,"Conscious",30,552,1,323,"Different_Path","Rectangle"
"1119",4383,19,1,"Conscious",31,557,1,7,"Same_Path","Rectangle"
"1120",4384,19,1,"Conscious",32,515,1,73,"Different_Path","Diamond"
"1121",4385,19,1,"Conscious",33,520,1,80,"Different_Path","Rectangle"
"1122",4386,19,1,"Conscious",34,573,1,222,"Same_Path","Diamond"
"1123",4387,19,1,"Conscious",35,514,1,136,"Same_Path","Rectangle"
"1124",4388,19,1,"Conscious",36,704,1,178,"Different_Path","Diamond"
"1125",4389,19,1,"Conscious",37,455,1,225,"Different_Path","Diamond"
"1126",4390,19,1,"Conscious",38,528,1,260,"Different_Path","Diamond"
"1127",4391,19,1,"Conscious",39,604,1,247,"Different_Path","Rectangle"
"1128",4392,19,1,"Conscious",40,591,1,161,"Different_Path","Diamond"
"1129",4393,19,1,"Conscious",41,484,1,135,"Same_Path","Diamond"
"1130",4394,19,1,"Conscious",42,455,1,123,"Same_Path","Rectangle"
"1131",4395,19,1,"Conscious",43,488,1,219,"Different_Path","Diamond"
"1132",4396,19,1,"Conscious",44,444,1,140,"Different_Path","Rectangle"
"1133",4397,19,1,"Conscious",45,735,1,306,"Different_Path","Rectangle"
"1134",4398,19,1,"Conscious",46,536,1,60,"Different_Path","Rectangle"
"1135",4399,19,1,"Conscious",47,554,1,215,"Different_Path","Rectangle"
"1136",4400,19,1,"Conscious",48,399,1,283,"Same_Path","Rectangle"
"1137",4401,19,1,"Conscious",49,516,1,186,"Same_Path","Diamond"
"1138",4402,19,1,"Conscious",50,474,1,226,"Same_Path","Diamond"
"1139",4403,19,1,"Conscious",51,511,1,193,"Different_Path","Diamond"
"1140",4404,19,1,"Conscious",52,476,1,166,"Same_Path","Rectangle"
"1141",4405,19,1,"Conscious",53,497,1,70,"Different_Path","Diamond"
"1142",4406,19,1,"Conscious",54,489,1,127,"Same_Path","Diamond"
"1143",4407,19,1,"Conscious",55,530,1,199,"Different_Path","Diamond"
"1144",4408,19,1,"Conscious",56,501,1,158,"Different_Path","Rectangle"
"1145",4409,19,1,"Conscious",57,505,1,261,"Different_Path","Diamond"
"1146",4410,19,1,"Conscious",58,472,1,237,"Same_Path","Rectangle"
"1147",4411,19,1,"Conscious",59,565,1,150,"Different_Path","Diamond"
"1148",4412,19,1,"Conscious",60,473,1,280,"Same_Path","Diamond"
"1149",4413,19,1,"Conscious",61,494,1,130,"Same_Path","Diamond"
"1150",4414,19,1,"Conscious",62,463,1,328,"Same_Path","Diamond"
"1151",4415,19,1,"Conscious",63,518,1,82,"Different_Path","Rectangle"
"1152",4416,19,1,"Conscious",64,468,1,103,"Different_Path","Rectangle"
"1153",4609,20,1,"Conscious",1,434,1,63,"Same_Path","Rectangle"
"1154",4610,20,1,"Conscious",2,388,1,33,"Different_Path","Rectangle"
"1155",4611,20,1,"Conscious",3,413,1,118,"Same_Path","Rectangle"
"1156",4612,20,1,"Conscious",4,503,1,32,"Same_Path","Diamond"
"1157",4613,20,1,"Conscious",5,702,1,343,"Same_Path","Diamond"
"1158",4614,20,1,"Conscious",6,797,1,227,"Same_Path","Rectangle"
"1159",4615,20,1,"Conscious",7,1338,1,14,"Different_Path","Diamond"
"1160",4616,20,1,"Conscious",8,523,1,24,"Same_Path","Diamond"
"1161",4617,20,1,"Conscious",9,703,1,7,"Different_Path","Rectangle"
"1162",4618,20,1,"Conscious",10,581,1,68,"Same_Path","Rectangle"
"1163",4619,20,1,"Conscious",11,365,1,349,"Same_Path","Diamond"
"1164",4620,20,1,"Conscious",12,640,1,7,"Same_Path","Rectangle"
"1165",4621,20,1,"Conscious",13,582,1,193,"Different_Path","Rectangle"
"1166",4622,20,1,"Conscious",14,517,1,114,"Same_Path","Diamond"
"1167",4623,20,1,"Conscious",15,770,1,233,"Different_Path","Diamond"
"1168",4624,20,1,"Conscious",16,531,1,34,"Same_Path","Diamond"
"1169",4625,20,1,"Conscious",17,477,1,164,"Different_Path","Rectangle"
"1170",4626,20,1,"Conscious",18,722,1,321,"Different_Path","Diamond"
"1171",4627,20,1,"Conscious",19,809,1,32,"Different_Path","Diamond"
"1172",4628,20,1,"Conscious",20,562,1,51,"Different_Path","Rectangle"
"1173",4629,20,1,"Conscious",21,718,1,76,"Same_Path","Diamond"
